City,Date,CO
Brajrajnagar,2020-05-29,0.82
Brajrajnagar,2020-05-30,0.62
Brajrajnagar,2020-05-31,0.66
Brajrajnagar,2020-06-01,0.68
Brajrajnagar,2020-06-02,0.57
Brajrajnagar,2020-06-03,0.66
Brajrajnagar,2020-06-04,0.0
Brajrajnagar,2020-06-05,0.0
Brajrajnagar,2020-06-06,0.74
Brajrajnagar,2020-06-07,0.71
Brajrajnagar,2020-06-08,0.64
Brajrajnagar,2020-06-09,0.64
Brajrajnagar,2020-06-10,0.56
Brajrajnagar,2020-06-11,0.59
Brajrajnagar,2020-06-12,0.63
Brajrajnagar,2020-06-13,0.63
Brajrajnagar,2020-06-14,0.57
Brajrajnagar,2020-06-15,1.03
Brajrajnagar,2020-06-16,1.21
Brajrajnagar,2020-06-17,
Brajrajnagar,2020-06-18,
Brajrajnagar,2020-06-19,
Brajrajnagar,2020-06-20,
Brajrajnagar,2020-06-21,
Brajrajnagar,2020-06-22,
Brajrajnagar,2020-06-23,
Brajrajnagar,2020-06-24,0.0
Brajrajnagar,2020-06-25,0.32
Brajrajnagar,2020-06-26,0.43
Brajrajnagar,2020-06-27,
Brajrajnagar,2020-06-28,
Brajrajnagar,2020-06-29,
Brajrajnagar,2020-06-30,
Brajrajnagar,2020-07-01,
Chandigarh,2019-09-02,0.55
Chandigarh,2019-09-03,0.79
Chandigarh,2019-09-04,0.93
Chandigarh,2019-09-05,0.58
Chandigarh,2019-09-06,0.9
Chandigarh,2019-09-07,0.78
Chandigarh,2019-09-08,0.49
Chandigarh,2019-09-09,0.67
Chandigarh,2019-09-10,0.75
Chandigarh,2019-09-11,0.75
Chandigarh,2019-09-12,0.7
Chandigarh,2019-09-13,0.49
Chandigarh,2019-09-14,0.6
Chandigarh,2019-09-15,0.55
Chandigarh,2019-09-16,0.54
Chandigarh,2019-09-17,0.64
Chandigarh,2019-09-18,0.66
Chandigarh,2019-09-19,0.65
Chandigarh,2019-09-20,0.55
Chandigarh,2019-09-21,0.53
Chandigarh,2019-09-22,0.55
Chandigarh,2019-09-23,0.51
Chandigarh,2019-09-24,0.66
Chandigarh,2019-09-25,0.73
Chandigarh,2019-09-26,0.79
Chandigarh,2019-09-27,0.83
Chandigarh,2019-09-28,0.56
Chandigarh,2019-09-29,0.5
Chandigarh,2019-09-30,0.81
Chandigarh,2019-10-01,0.85
Chandigarh,2019-10-02,0.54
Chandigarh,2019-10-03,0.71
Chandigarh,2019-10-04,0.46
Chandigarh,2019-10-05,0.44
Chandigarh,2019-10-06,0.49
Chandigarh,2019-10-07,0.51
Chandigarh,2019-10-08,0.61
Chandigarh,2019-10-09,0.85
Chandigarh,2019-10-10,0.74
Chandigarh,2019-10-11,0.74
Chandigarh,2019-10-12,0.72
Chandigarh,2019-10-13,0.71
Chandigarh,2019-10-14,0.83
Chandigarh,2019-10-15,0.95
Chandigarh,2019-10-16,1.0
Chandigarh,2019-10-17,0.88
Chandigarh,2019-10-18,0.61
Chandigarh,2019-10-19,0.62
Chandigarh,2019-10-20,0.59
Chandigarh,2019-10-21,0.54
Chandigarh,2019-10-22,0.54
Chandigarh,2019-10-23,0.73
Chandigarh,2019-10-24,0.91
Chandigarh,2019-10-25,0.99
Chandigarh,2019-10-26,0.82
Chandigarh,2019-10-27,0.73
Chandigarh,2019-10-28,0.82
Chandigarh,2019-10-29,1.29
Chandigarh,2019-10-30,1.01
Chandigarh,2019-10-31,0.99
Chandigarh,2019-11-01,0.89
Chandigarh,2019-11-02,1.02
Chandigarh,2019-11-03,0.98
Chandigarh,2019-11-04,0.69
Chandigarh,2019-11-05,0.54
Chandigarh,2019-11-06,1.02
Chandigarh,2019-11-07,0.79
Chandigarh,2019-11-08,0.74
Chandigarh,2019-11-09,0.61
Chandigarh,2019-11-10,0.85
Chandigarh,2019-11-11,0.84
Chandigarh,2019-11-12,0.79
Chandigarh,2019-11-13,0.99
Chandigarh,2019-11-14,1.29
Chandigarh,2019-11-15,0.85
Chandigarh,2019-11-16,0.5
Chandigarh,2019-11-17,0.42
Chandigarh,2019-11-18,0.67
Chandigarh,2019-11-19,1.07
Chandigarh,2019-11-20,1.24
Chandigarh,2019-11-21,0.93
Chandigarh,2019-11-22,0.87
Chandigarh,2019-11-23,0.53
Chandigarh,2019-11-24,0.45
Chandigarh,2019-11-25,0.87
Chandigarh,2019-11-26,0.84
Chandigarh,2019-11-27,0.85
Chandigarh,2019-11-28,0.85
Chandigarh,2019-11-29,0.88
Chandigarh,2019-11-30,0.77
Chandigarh,2019-12-01,0.73
Chandigarh,2019-12-02,0.61
Chandigarh,2019-12-03,0.77
Chandigarh,2019-12-04,1.3
Chandigarh,2019-12-05,1.25
Chandigarh,2019-12-06,0.96
Chandigarh,2019-12-07,1.0
Chandigarh,2019-12-08,0.87
Chandigarh,2019-12-09,0.92
Chandigarh,2019-12-10,0.86
Chandigarh,2019-12-11,1.06
Chandigarh,2019-12-12,1.01
Chandigarh,2019-12-13,0.4
Chandigarh,2019-12-14,0.48
Chandigarh,2019-12-15,0.51
Chandigarh,2019-12-16,0.53
Chandigarh,2019-12-17,0.53
Chandigarh,2019-12-18,0.62
Chandigarh,2019-12-19,0.66
Chandigarh,2019-12-20,0.8
Chandigarh,2019-12-21,0.8
Chandigarh,2019-12-22,0.62
Chandigarh,2019-12-23,0.66
Chandigarh,2019-12-24,0.72
Chandigarh,2019-12-25,0.49
Chandigarh,2019-12-26,0.49
Chandigarh,2019-12-27,0.58
Chandigarh,2019-12-28,0.69
Chandigarh,2019-12-29,0.77
Chandigarh,2019-12-30,1.04
Chandigarh,2019-12-31,1.24
Chandigarh,2020-01-01,1.11
Chandigarh,2020-01-02,0.97
Chandigarh,2020-01-03,0.93
Chandigarh,2020-01-04,0.84
Chandigarh,2020-01-05,0.64
Chandigarh,2020-01-06,0.57
Chandigarh,2020-01-07,0.79
Chandigarh,2020-01-08,0.61
Chandigarh,2020-01-09,0.44
Chandigarh,2020-01-10,0.5
Chandigarh,2020-01-11,0.76
Chandigarh,2020-01-12,0.92
Chandigarh,2020-01-13,0.88
Chandigarh,2020-01-14,0.69
Chandigarh,2020-01-15,0.68
Chandigarh,2020-01-16,0.67
Chandigarh,2020-01-17,0.75
Chandigarh,2020-01-18,0.69
Chandigarh,2020-01-19,0.78
Chandigarh,2020-01-20,0.96
Chandigarh,2020-01-21,1.03
Chandigarh,2020-01-22,0.73
Chandigarh,2020-01-23,0.43
Chandigarh,2020-01-24,0.54
Chandigarh,2020-01-25,1.03
Chandigarh,2020-01-26,0.9
Chandigarh,2020-01-27,0.98
Chandigarh,2020-01-28,0.64
Chandigarh,2020-01-29,0.51
Chandigarh,2020-01-30,0.46
Chandigarh,2020-01-31,0.6
Chandigarh,2020-02-01,0.82
Chandigarh,2020-02-02,0.57
Chandigarh,2020-02-03,0.76
Chandigarh,2020-02-04,0.87
Chandigarh,2020-02-05,0.5
Chandigarh,2020-02-06,0.71
Chandigarh,2020-02-07,0.82
Chandigarh,2020-02-08,0.67
Chandigarh,2020-02-09,0.82
Chandigarh,2020-02-10,0.89
Chandigarh,2020-02-11,0.85
Chandigarh,2020-02-12,0.65
Chandigarh,2020-02-13,0.59
Chandigarh,2020-02-14,0.49
Chandigarh,2020-02-15,0.56
Chandigarh,2020-02-16,0.68
Chandigarh,2020-02-17,0.61
Chandigarh,2020-02-18,0.66
Chandigarh,2020-02-19,1.0
Chandigarh,2020-02-20,0.66
Chandigarh,2020-02-21,0.58
Chandigarh,2020-02-22,0.61
Chandigarh,2020-02-23,0.67
Chandigarh,2020-02-24,0.54
Chandigarh,2020-02-25,0.65
Chandigarh,2020-02-26,0.91
Chandigarh,2020-02-27,1.03
Chandigarh,2020-02-28,0.79
Chandigarh,2020-02-29,0.63
Chandigarh,2020-03-01,0.7
Chandigarh,2020-03-02,0.72
Chandigarh,2020-03-03,0.6
Chandigarh,2020-03-04,0.77
Chandigarh,2020-03-05,0.52
Chandigarh,2020-03-06,0.4
Chandigarh,2020-03-07,0.57
Chandigarh,2020-03-08,0.66
Chandigarh,2020-03-09,0.38
Chandigarh,2020-03-10,0.6
Chandigarh,2020-03-11,0.63
Chandigarh,2020-03-12,0.54
Chandigarh,2020-03-13,0.46
Chandigarh,2020-03-14,0.38
Chandigarh,2020-03-15,0.46
Chandigarh,2020-03-16,0.47
Chandigarh,2020-03-17,0.5
Chandigarh,2020-03-18,0.56
Chandigarh,2020-03-19,0.66
Chandigarh,2020-03-20,0.76
Chandigarh,2020-03-21,0.71
Chandigarh,2020-03-22,0.53
Chandigarh,2020-03-23,0.54
Chandigarh,2020-03-24,0.5
Chandigarh,2020-03-25,0.52
Chandigarh,2020-03-26,0.5
Chandigarh,2020-03-27,0.5
Chandigarh,2020-03-28,0.38
Chandigarh,2020-03-29,0.3
Chandigarh,2020-03-30,0.38
Chandigarh,2020-03-31,0.49
Chandigarh,2020-04-01,0.4
Chandigarh,2020-04-02,0.39
Chandigarh,2020-04-03,0.39
Chandigarh,2020-04-04,0.46
Chandigarh,2020-04-05,0.54
Chandigarh,2020-04-06,0.41
Chandigarh,2020-04-07,0.38
Chandigarh,2020-04-08,0.42
Chandigarh,2020-04-09,0.5
Chandigarh,2020-04-10,0.47
Chandigarh,2020-04-11,0.53
Chandigarh,2020-04-12,0.51
Chandigarh,2020-04-13,0.54
Chandigarh,2020-04-14,0.57
Chandigarh,2020-04-15,0.49
Chandigarh,2020-04-16,0.59
Chandigarh,2020-04-17,0.51
Chandigarh,2020-04-18,0.37
Chandigarh,2020-04-19,0.41
Chandigarh,2020-04-20,0.57
Chandigarh,2020-04-21,0.47
Chandigarh,2020-04-22,0.58
Chandigarh,2020-04-23,0.59
Chandigarh,2020-04-24,0.6
Chandigarh,2020-04-25,0.57
Chandigarh,2020-04-26,0.53
Chandigarh,2020-04-27,0.53
Chandigarh,2020-04-28,0.45
Chandigarh,2020-04-29,0.59
Chandigarh,2020-04-30,0.56
Chandigarh,2020-05-01,0.54
Chandigarh,2020-05-02,0.45
Chandigarh,2020-05-03,0.45
Chandigarh,2020-05-04,0.51
Chandigarh,2020-05-05,0.48
Chandigarh,2020-05-06,0.46
Chandigarh,2020-05-07,0.59
Chandigarh,2020-05-08,0.64
Chandigarh,2020-05-09,0.61
Chandigarh,2020-05-10,0.67
Chandigarh,2020-05-11,0.51
Chandigarh,2020-05-12,0.49
Chandigarh,2020-05-13,0.71
Chandigarh,2020-05-14,0.64
Chandigarh,2020-05-15,0.41
Chandigarh,2020-05-16,0.58
Chandigarh,2020-05-17,0.62
Chandigarh,2020-05-18,0.59
Chandigarh,2020-05-19,0.48
Chandigarh,2020-05-20,0.5
Chandigarh,2020-05-21,0.6
Chandigarh,2020-05-22,0.67
Chandigarh,2020-05-23,0.56
Chandigarh,2020-05-24,0.45
Chandigarh,2020-05-25,0.45
Chandigarh,2020-05-26,0.38
Chandigarh,2020-05-27,0.38
Chandigarh,2020-05-28,0.42
Chandigarh,2020-05-29,0.55
Chandigarh,2020-05-30,0.48
Chandigarh,2020-05-31,0.68
Chandigarh,2020-06-01,0.49
Chandigarh,2020-06-02,0.32
Chandigarh,2020-06-03,0.2
Chandigarh,2020-06-04,0.2
Chandigarh,2020-06-05,0.23
Chandigarh,2020-06-06,0.29
Chandigarh,2020-06-07,0.3
Chandigarh,2020-06-08,0.3
Chandigarh,2020-06-09,0.29
Chandigarh,2020-06-10,0.32
Chandigarh,2020-06-11,0.3
Chandigarh,2020-06-12,0.31
Chandigarh,2020-06-13,0.3
Chandigarh,2020-06-14,0.3
Chandigarh,2020-06-15,0.31
Chandigarh,2020-06-16,0.3
Chandigarh,2020-06-17,0.31
Chandigarh,2020-06-18,0.31
Chandigarh,2020-06-19,0.31
Chandigarh,2020-06-20,0.3
Chandigarh,2020-06-21,0.28
Chandigarh,2020-06-22,0.3
Chandigarh,2020-06-23,0.29
Chandigarh,2020-06-24,0.3
Chandigarh,2020-06-25,0.3
Chandigarh,2020-06-26,0.31
Chandigarh,2020-06-27,0.3
Chandigarh,2020-06-28,0.29
Chandigarh,2020-06-29,0.3
Chandigarh,2020-06-30,0.3
Chandigarh,2020-07-01,0.33
Chennai,2015-01-01,1.17
Chennai,2015-01-02,1.23
Chennai,2015-01-03,0.77
Chennai,2015-01-04,1.0
Chennai,2015-01-05,0.9
Chennai,2015-01-06,0.91
Chennai,2015-01-07,1.22
Chennai,2015-01-08,1.15
Chennai,2015-01-09,1.31
Chennai,2015-01-10,0.98
Chennai,2015-01-11,0.8
Chennai,2015-01-12,1.07
Chennai,2015-01-13,0.97
Chennai,2015-01-14,1.22
Chennai,2015-01-15,1.01
Chennai,2015-01-16,1.17
Chennai,2015-01-17,1.7
Chennai,2015-01-18,1.12
Chennai,2015-01-19,2.35
Chennai,2015-01-20,1.99
Chennai,2015-01-21,1.79
Chennai,2015-01-22,1.43
Chennai,2015-01-23,3.43
Chennai,2015-01-24,0.84
Chennai,2015-01-25,0.85
Chennai,2015-01-26,2.07
Chennai,2015-01-27,1.16
Chennai,2015-01-28,2.81
Chennai,2015-01-29,0.84
Chennai,2015-01-30,0.82
Chennai,2015-01-31,0.94
Chennai,2015-02-01,0.71
Chennai,2015-02-02,1.59
Chennai,2015-02-03,0.98
Chennai,2015-02-04,0.85
Chennai,2015-02-05,0.95
Chennai,2015-02-06,0.76
Chennai,2015-02-07,0.89
Chennai,2015-02-08,1.16
Chennai,2015-02-09,1.1
Chennai,2015-02-10,1.0
Chennai,2015-02-11,1.0
Chennai,2015-02-12,0.97
Chennai,2015-02-13,1.19
Chennai,2015-02-14,1.43
Chennai,2015-02-15,0.99
Chennai,2015-02-16,0.98
Chennai,2015-02-17,5.18
Chennai,2015-02-18,9.81
Chennai,2015-02-19,9.99
Chennai,2015-02-20,4.52
Chennai,2015-02-21,0.85
Chennai,2015-02-22,0.9
Chennai,2015-02-23,0.9
Chennai,2015-02-24,0.9
Chennai,2015-02-25,1.41
Chennai,2015-02-26,3.42
Chennai,2015-02-27,0.97
Chennai,2015-02-28,1.15
Chennai,2015-03-01,1.15
Chennai,2015-03-02,10.6
Chennai,2015-03-03,5.33
Chennai,2015-03-04,2.82
Chennai,2015-03-05,9.85
Chennai,2015-03-06,11.02
Chennai,2015-03-07,10.12
Chennai,2015-03-08,9.77
Chennai,2015-03-09,9.93
Chennai,2015-03-10,5.45
Chennai,2015-03-11,1.13
Chennai,2015-03-12,1.11
Chennai,2015-03-13,2.8
Chennai,2015-03-14,1.12
Chennai,2015-03-15,1.07
Chennai,2015-03-16,1.09
Chennai,2015-03-17,1.07
Chennai,2015-03-18,1.25
Chennai,2015-03-19,1.02
Chennai,2015-03-20,1.05
Chennai,2015-03-21,0.81
Chennai,2015-03-22,2.24
Chennai,2015-03-23,1.38
Chennai,2015-03-24,0.93
Chennai,2015-03-25,1.32
Chennai,2015-03-26,1.41
Chennai,2015-03-27,1.27
Chennai,2015-03-28,2.21
Chennai,2015-03-29,1.34
Chennai,2015-03-30,1.24
Chennai,2015-03-31,1.23
Chennai,2015-04-01,1.33
Chennai,2015-04-02,1.08
Chennai,2015-04-03,1.21
Chennai,2015-04-04,1.23
Chennai,2015-04-05,1.14
Chennai,2015-04-06,3.42
Chennai,2015-04-07,7.69
Chennai,2015-04-08,1.1
Chennai,2015-04-09,5.14
Chennai,2015-04-10,6.35
Chennai,2015-04-11,1.57
Chennai,2015-04-12,1.13
Chennai,2015-04-13,5.69
Chennai,2015-04-14,1.02
Chennai,2015-04-15,3.87
Chennai,2015-04-16,6.25
Chennai,2015-04-17,1.02
Chennai,2015-04-18,0.98
Chennai,2015-04-19,0.92
Chennai,2015-04-20,1.06
Chennai,2015-04-21,1.13
Chennai,2015-04-22,0.92
Chennai,2015-04-23,2.44
Chennai,2015-04-24,5.53
Chennai,2015-04-25,10.28
Chennai,2015-04-26,10.92
Chennai,2015-04-27,12.02
Chennai,2015-04-28,13.1
Chennai,2015-04-29,8.02
Chennai,2015-04-30,4.31
Chennai,2015-05-01,10.29
Chennai,2015-05-02,9.7
Chennai,2015-05-03,6.09
Chennai,2015-05-04,8.1
Chennai,2015-05-05,5.16
Chennai,2015-05-06,7.07
Chennai,2015-05-07,1.72
Chennai,2015-05-08,9.48
Chennai,2015-05-09,5.22
Chennai,2015-05-10,2.05
Chennai,2015-05-11,2.73
Chennai,2015-05-12,1.8
Chennai,2015-05-13,1.95
Chennai,2015-05-14,2.47
Chennai,2015-05-15,1.6
Chennai,2015-05-16,2.47
Chennai,2015-05-17,3.12
Chennai,2015-05-18,2.46
Chennai,2015-05-19,4.75
Chennai,2015-05-20,6.45
Chennai,2015-05-21,2.56
Chennai,2015-05-22,3.13
Chennai,2015-05-23,2.23
Chennai,2015-05-24,1.91
Chennai,2015-05-25,2.7
Chennai,2015-05-26,2.91
Chennai,2015-05-27,4.16
Chennai,2015-05-28,3.18
Chennai,2015-05-29,1.45
Chennai,2015-05-30,2.12
Chennai,2015-05-31,1.43
Chennai,2015-06-01,1.56
Chennai,2015-06-02,2.51
Chennai,2015-06-03,1.44
Chennai,2015-06-04,1.51
Chennai,2015-06-05,1.48
Chennai,2015-06-06,1.53
Chennai,2015-06-07,2.02
Chennai,2015-06-08,1.57
Chennai,2015-06-09,1.85
Chennai,2015-06-10,2.68
Chennai,2015-06-11,1.87
Chennai,2015-06-12,1.88
Chennai,2015-06-13,1.9
Chennai,2015-06-14,1.89
Chennai,2015-06-15,2.73
Chennai,2015-06-16,1.85
Chennai,2015-06-17,1.97
Chennai,2015-06-18,1.89
Chennai,2015-06-19,2.67
Chennai,2015-06-20,2.25
Chennai,2015-06-21,1.89
Chennai,2015-06-22,2.93
Chennai,2015-06-23,2.3
Chennai,2015-06-24,2.33
Chennai,2015-06-25,2.43
Chennai,2015-06-26,2.71
Chennai,2015-06-27,2.33
Chennai,2015-06-28,2.04
Chennai,2015-06-29,2.04
Chennai,2015-06-30,2.32
Chennai,2015-07-01,2.59
Chennai,2015-07-02,1.8
Chennai,2015-07-03,7.39
Chennai,2015-07-04,20.62
Chennai,2015-07-05,2.19
Chennai,2015-07-06,1.84
Chennai,2015-07-07,2.22
Chennai,2015-07-08,1.99
Chennai,2015-07-09,2.76
Chennai,2015-07-10,1.89
Chennai,2015-07-11,8.49
Chennai,2015-07-12,8.59
Chennai,2015-07-13,1.89
Chennai,2015-07-14,2.54
Chennai,2015-07-15,2.26
Chennai,2015-07-16,2.39
Chennai,2015-07-17,2.13
Chennai,2015-07-18,2.63
Chennai,2015-07-19,1.47
Chennai,2015-07-20,2.31
Chennai,2015-07-21,1.58
Chennai,2015-07-22,1.4
Chennai,2015-07-23,2.61
Chennai,2015-07-24,1.93
Chennai,2015-07-25,1.43
Chennai,2015-07-26,1.31
Chennai,2015-07-27,2.16
Chennai,2015-07-28,1.56
Chennai,2015-07-29,2.43
Chennai,2015-07-30,2.28
Chennai,2015-07-31,1.79
Chennai,2015-08-01,4.08
Chennai,2015-08-02,2.12
Chennai,2015-08-03,1.56
Chennai,2015-08-04,1.33
Chennai,2015-08-05,1.41
Chennai,2015-08-06,2.89
Chennai,2015-08-07,1.27
Chennai,2015-08-08,2.56
Chennai,2015-08-09,1.35
Chennai,2015-08-10,1.11
Chennai,2015-08-11,1.02
Chennai,2015-08-12,1.06
Chennai,2015-08-13,1.17
Chennai,2015-08-14,1.42
Chennai,2015-08-15,1.02
Chennai,2015-08-16,1.0
Chennai,2015-08-17,1.35
Chennai,2015-08-18,1.26
Chennai,2015-08-19,1.19
Chennai,2015-08-20,1.78
Chennai,2015-08-21,1.15
Chennai,2015-08-22,4.88
Chennai,2015-08-23,1.12
Chennai,2015-08-24,1.95
Chennai,2015-08-25,1.48
Chennai,2015-08-26,1.24
Chennai,2015-08-27,1.94
Chennai,2015-08-28,1.54
Chennai,2015-08-29,2.19
Chennai,2015-08-30,1.54
Chennai,2015-08-31,1.43
Chennai,2015-09-01,1.21
Chennai,2015-09-02,4.7
Chennai,2015-09-03,1.99
Chennai,2015-09-04,1.92
Chennai,2015-09-05,2.01
Chennai,2015-09-06,1.68
Chennai,2015-09-07,1.75
Chennai,2015-09-08,1.47
Chennai,2015-09-09,1.61
Chennai,2015-09-10,2.16
Chennai,2015-09-11,1.54
Chennai,2015-09-12,1.39
Chennai,2015-09-13,1.32
Chennai,2015-09-14,1.84
Chennai,2015-09-15,1.03
Chennai,2015-09-16,1.0
Chennai,2015-09-17,0.96
Chennai,2015-09-18,2.1
Chennai,2015-09-19,0.82
Chennai,2015-09-20,2.93
Chennai,2015-09-21,2.95
Chennai,2015-09-22,1.72
Chennai,2015-09-23,1.31
Chennai,2015-09-24,1.74
Chennai,2015-09-25,2.19
Chennai,2015-09-26,1.79
Chennai,2015-09-27,1.02
Chennai,2015-09-28,1.89
Chennai,2015-09-29,4.41
Chennai,2015-09-30,1.89
Chennai,2015-10-01,2.76
Chennai,2015-10-02,1.77
Chennai,2015-10-03,0.81
Chennai,2015-10-04,1.14
Chennai,2015-10-05,0.65
Chennai,2015-10-06,2.18
Chennai,2015-10-07,1.18
Chennai,2015-10-08,1.2
Chennai,2015-10-09,1.37
Chennai,2015-10-10,1.72
Chennai,2015-10-11,2.62
Chennai,2015-10-12,1.88
Chennai,2015-10-13,2.61
Chennai,2015-10-14,2.08
Chennai,2015-10-15,1.75
Chennai,2015-10-16,1.61
Chennai,2015-10-17,1.75
Chennai,2015-10-18,1.05
Chennai,2015-10-19,2.02
Chennai,2015-10-20,1.14
Chennai,2015-10-21,7.62
Chennai,2015-10-22,1.6
Chennai,2015-10-23,3.21
Chennai,2015-10-24,1.64
Chennai,2015-10-25,1.28
Chennai,2015-10-26,0.98
Chennai,2015-10-27,0.88
Chennai,2015-10-28,1.1
Chennai,2015-10-29,0.91
Chennai,2015-10-30,1.04
Chennai,2015-10-31,2.56
Chennai,2015-11-01,2.6
Chennai,2015-11-02,1.34
Chennai,2015-11-03,1.34
Chennai,2015-11-04,2.03
Chennai,2015-11-05,1.81
Chennai,2015-11-06,4.34
Chennai,2015-11-07,1.55
Chennai,2015-11-08,1.71
Chennai,2015-11-09,1.91
Chennai,2015-11-10,1.17
Chennai,2015-11-11,1.4
Chennai,2015-11-12,1.27
Chennai,2015-11-13,1.38
Chennai,2015-11-14,1.2
Chennai,2015-11-15,1.09
Chennai,2015-11-16,1.62
Chennai,2015-11-17,1.48
Chennai,2015-11-18,1.38
Chennai,2015-11-19,1.52
Chennai,2015-11-20,1.34
Chennai,2015-11-21,1.16
Chennai,2015-11-22,1.81
Chennai,2015-11-23,1.24
Chennai,2015-11-24,1.29
Chennai,2015-11-25,1.19
Chennai,2015-11-26,0.99
Chennai,2015-11-27,1.2
Chennai,2015-11-28,1.3
Chennai,2015-11-29,1.22
Chennai,2015-11-30,1.23
Chennai,2015-12-01,1.33
Chennai,2015-12-02,1.78
Chennai,2015-12-03,1.12
Chennai,2015-12-04,
Chennai,2015-12-05,
Chennai,2015-12-06,
Chennai,2015-12-07,2.11
Chennai,2015-12-08,1.23
Chennai,2015-12-09,1.54
Chennai,2015-12-10,1.28
Chennai,2015-12-11,1.49
Chennai,2015-12-12,1.34
Chennai,2015-12-13,1.23
Chennai,2015-12-14,1.36
Chennai,2015-12-15,1.29
Chennai,2015-12-16,1.15
Chennai,2015-12-17,1.35
Chennai,2015-12-18,1.39
Chennai,2015-12-19,1.58
Chennai,2015-12-20,1.45
Chennai,2015-12-21,1.56
Chennai,2015-12-22,1.76
Chennai,2015-12-23,0.79
Chennai,2015-12-24,0.94
Chennai,2015-12-25,0.81
Chennai,2015-12-26,0.76
Chennai,2015-12-27,1.77
Chennai,2015-12-28,6.75
Chennai,2015-12-29,3.66
Chennai,2015-12-30,0.54
Chennai,2015-12-31,0.71
Chennai,2016-01-01,
Chennai,2016-01-02,0.67
Chennai,2016-01-03,1.17
Chennai,2016-01-04,0.74
Chennai,2016-01-05,1.17
Chennai,2016-01-06,0.72
Chennai,2016-01-07,2.34
Chennai,2016-01-08,0.89
Chennai,2016-01-09,0.88
Chennai,2016-01-10,1.04
Chennai,2016-01-11,0.77
Chennai,2016-01-12,1.09
Chennai,2016-01-13,0.96
Chennai,2016-01-14,2.73
Chennai,2016-01-15,0.61
Chennai,2016-01-16,1.49
Chennai,2016-01-17,0.67
Chennai,2016-01-18,0.8
Chennai,2016-01-19,0.8
Chennai,2016-01-20,2.97
Chennai,2016-01-21,2.63
Chennai,2016-01-22,0.79
Chennai,2016-01-23,0.54
Chennai,2016-01-24,2.49
Chennai,2016-01-25,2.11
Chennai,2016-01-26,0.68
Chennai,2016-01-27,1.38
Chennai,2016-01-28,1.46
Chennai,2016-01-29,1.11
Chennai,2016-01-30,6.18
Chennai,2016-01-31,1.68
Chennai,2016-02-01,1.45
Chennai,2016-02-02,1.65
Chennai,2016-02-03,1.47
Chennai,2016-02-04,0.77
Chennai,2016-02-05,1.08
Chennai,2016-02-06,0.64
Chennai,2016-02-07,0.67
Chennai,2016-02-08,0.58
Chennai,2016-02-09,0.83
Chennai,2016-02-10,1.09
Chennai,2016-02-11,1.65
Chennai,2016-02-12,1.7
Chennai,2016-02-13,1.14
Chennai,2016-02-14,1.42
Chennai,2016-02-15,1.43
Chennai,2016-02-16,1.57
Chennai,2016-02-17,1.64
Chennai,2016-02-18,1.45
Chennai,2016-02-19,1.46
Chennai,2016-02-20,1.42
Chennai,2016-02-21,1.91
Chennai,2016-02-22,1.67
Chennai,2016-02-23,1.4
Chennai,2016-02-24,1.27
Chennai,2016-02-25,1.48
Chennai,2016-02-26,1.43
Chennai,2016-02-27,1.44
Chennai,2016-02-28,1.87
Chennai,2016-02-29,2.03
Chennai,2016-03-01,1.54
Chennai,2016-03-02,1.42
Chennai,2016-03-03,1.48
Chennai,2016-03-04,1.35
Chennai,2016-03-05,1.44
Chennai,2016-03-06,1.41
Chennai,2016-03-07,1.37
Chennai,2016-03-08,1.01
Chennai,2016-03-09,1.2
Chennai,2016-03-10,0.97
Chennai,2016-03-11,0.83
Chennai,2016-03-12,0.76
Chennai,2016-03-13,0.7
Chennai,2016-03-14,0.85
Chennai,2016-03-15,1.07
Chennai,2016-03-16,0.78
Chennai,2016-03-17,0.97
Chennai,2016-03-18,1.62
Chennai,2016-03-19,1.23
Chennai,2016-03-20,1.23
Chennai,2016-03-21,1.23
Chennai,2016-03-22,1.02
Chennai,2016-03-23,0.93
Chennai,2016-03-24,0.82
Chennai,2016-03-25,0.79
Chennai,2016-03-26,0.69
Chennai,2016-03-27,0.65
Chennai,2016-03-28,0.84
Chennai,2016-03-29,0.97
Chennai,2016-03-30,0.79
Chennai,2016-03-31,0.67
Chennai,2016-04-01,0.84
Chennai,2016-04-02,2.02
Chennai,2016-04-03,0.81
Chennai,2016-04-04,0.77
Chennai,2016-04-05,1.1
Chennai,2016-04-06,1.29
Chennai,2016-04-07,1.12
Chennai,2016-04-08,0.84
Chennai,2016-04-09,0.6
Chennai,2016-04-10,0.61
Chennai,2016-04-11,0.66
Chennai,2016-04-12,0.62
Chennai,2016-04-13,0.68
Chennai,2016-04-14,0.61
Chennai,2016-04-15,0.65
Chennai,2016-04-16,0.74
Chennai,2016-04-17,0.67
Chennai,2016-04-18,0.69
Chennai,2016-04-19,0.61
Chennai,2016-04-20,0.86
Chennai,2016-04-21,1.02
Chennai,2016-04-22,0.9
Chennai,2016-04-23,0.93
Chennai,2016-04-24,0.69
Chennai,2016-04-25,0.94
Chennai,2016-04-26,0.77
Chennai,2016-04-27,0.76
Chennai,2016-04-28,1.09
Chennai,2016-04-29,0.96
Chennai,2016-04-30,2.0
Chennai,2016-05-01,0.89
Chennai,2016-05-02,1.02
Chennai,2016-05-03,1.05
Chennai,2016-05-04,1.0
Chennai,2016-05-05,0.78
Chennai,2016-05-06,1.0
Chennai,2016-05-07,0.99
