City,Date,CO
Gurugram,2016-06-27,0.41
Gurugram,2016-06-28,0.32
Gurugram,2016-06-29,0.35
Gurugram,2016-06-30,0.36
Gurugram,2016-07-01,0.39
Gurugram,2016-07-02,0.34
Gurugram,2016-07-03,0.31
Gurugram,2016-07-04,0.4
Gurugram,2016-07-05,0.38
Gurugram,2016-07-06,0.33
Gurugram,2016-07-07,0.37
Gurugram,2016-07-08,0.33
Gurugram,2016-07-09,0.33
Gurugram,2016-07-10,0.36
Gurugram,2016-07-11,0.33
Gurugram,2016-07-12,0.44
Gurugram,2016-07-13,0.35
Gurugram,2016-07-14,0.43
Gurugram,2016-07-15,0.34
Gurugram,2016-07-16,0.33
Gurugram,2016-07-17,0.44
Gurugram,2016-07-18,0.51
Gurugram,2016-07-19,0.41
Gurugram,2016-07-20,0.42
Gurugram,2016-07-21,0.18
Gurugram,2016-07-22,0.41
Gurugram,2016-07-23,0.4
Gurugram,2016-07-24,0.22
Gurugram,2016-07-25,0.24
Gurugram,2016-07-26,0.42
Gurugram,2016-07-27,0.33
Gurugram,2016-07-28,0.37
Gurugram,2016-07-29,0.49
Gurugram,2016-07-30,0.31
Gurugram,2016-07-31,0.41
Gurugram,2016-08-01,0.46
Gurugram,2016-08-02,
Gurugram,2016-08-03,0.37
Gurugram,2016-08-04,0.31
Gurugram,2016-08-05,0.41
Gurugram,2016-08-06,0.22
Gurugram,2016-08-07,0.0
Gurugram,2016-08-08,0.0
Gurugram,2016-08-09,0.0
Gurugram,2016-08-10,0.0
Gurugram,2016-08-11,0.18
Gurugram,2016-08-12,0.32
Gurugram,2016-08-13,0.35
Gurugram,2016-08-14,0.36
Gurugram,2016-08-15,0.38
Gurugram,2016-08-16,0.43
Gurugram,2016-08-17,0.39
Gurugram,2016-08-18,0.41
Gurugram,2016-08-19,0.35
Gurugram,2016-08-20,0.34
Gurugram,2016-08-21,
Gurugram,2016-08-22,0.37
Gurugram,2016-08-23,0.38
Gurugram,2016-08-24,0.36
Gurugram,2016-08-25,0.35
Gurugram,2016-08-26,0.32
Gurugram,2016-08-27,0.43
Gurugram,2016-08-28,0.37
Gurugram,2016-08-29,0.39
Gurugram,2016-08-30,0.36
Gurugram,2016-08-31,
Gurugram,2016-09-01,0.14
Gurugram,2016-09-02,0.53
Gurugram,2016-09-03,
Gurugram,2016-09-04,
Gurugram,2016-09-05,0.9
Gurugram,2016-09-06,0.62
Gurugram,2016-09-07,
Gurugram,2016-09-08,
Gurugram,2016-09-09,0.29
Gurugram,2016-09-10,0.5
Gurugram,2016-09-11,0.52
Gurugram,2016-09-12,0.52
Gurugram,2016-09-13,0.53
Gurugram,2016-09-14,0.72
Gurugram,2016-09-15,0.55
Gurugram,2016-09-16,
Gurugram,2016-09-17,0.49
Gurugram,2016-09-18,0.5
Gurugram,2016-09-19,0.53
Gurugram,2016-09-20,0.53
Gurugram,2016-09-21,0.5
Gurugram,2016-09-22,0.49
Gurugram,2016-09-23,0.5
Gurugram,2016-09-24,0.53
Gurugram,2016-09-25,0.53
Gurugram,2016-09-26,0.4
Gurugram,2016-09-27,0.5
Gurugram,2016-09-28,0.52
Gurugram,2016-09-29,0.51
Gurugram,2016-09-30,0.54
Gurugram,2016-10-01,0.49
Gurugram,2016-10-02,0.52
Gurugram,2016-10-03,0.51
Gurugram,2016-10-04,0.5
Gurugram,2016-10-05,
Gurugram,2016-10-06,0.55
Gurugram,2016-10-07,0.51
Gurugram,2016-10-08,0.52
Gurugram,2016-10-09,0.5
Gurugram,2016-10-10,0.53
Gurugram,2016-10-11,0.5
Gurugram,2016-10-12,0.51
Gurugram,2016-10-13,0.46
Gurugram,2016-10-14,0.45
Gurugram,2016-10-15,0.53
Gurugram,2016-10-16,0.49
Gurugram,2016-10-17,0.49
Gurugram,2016-10-18,0.56
Gurugram,2016-10-19,0.59
Gurugram,2016-10-20,0.56
Gurugram,2016-10-21,0.67
Gurugram,2016-10-22,0.52
Gurugram,2016-10-23,0.5
Gurugram,2016-10-24,0.42
Gurugram,2016-10-25,
Gurugram,2016-10-26,
Gurugram,2016-10-27,
Gurugram,2016-10-28,0.87
Gurugram,2016-10-29,0.47
Gurugram,2016-10-30,0.76
Gurugram,2016-10-31,1.41
Gurugram,2016-11-01,1.06
Gurugram,2016-11-02,0.88
Gurugram,2016-11-03,1.82
Gurugram,2016-11-04,0.92
Gurugram,2016-11-05,
Gurugram,2016-11-06,
Gurugram,2016-11-07,
Gurugram,2016-11-08,
Gurugram,2016-11-09,
Gurugram,2016-11-10,
Gurugram,2016-11-11,
Gurugram,2016-11-12,
Gurugram,2016-11-13,
Gurugram,2016-11-14,
Gurugram,2016-11-15,
Gurugram,2016-11-16,
Gurugram,2016-11-17,
Gurugram,2016-11-18,
Gurugram,2016-11-19,
Gurugram,2016-11-20,
Gurugram,2016-11-21,
Gurugram,2016-11-22,
Gurugram,2016-11-23,
Gurugram,2016-11-24,
Gurugram,2016-11-25,
Gurugram,2016-11-26,
Gurugram,2016-11-27,
Gurugram,2016-11-28,
Gurugram,2016-11-29,
Gurugram,2016-11-30,
Gurugram,2016-12-01,
Gurugram,2016-12-02,
Gurugram,2016-12-03,
Gurugram,2016-12-04,
Gurugram,2016-12-05,
Gurugram,2016-12-06,
Gurugram,2016-12-07,
Gurugram,2016-12-08,
Gurugram,2016-12-09,
Gurugram,2016-12-10,
Gurugram,2016-12-11,
Gurugram,2016-12-12,
Gurugram,2016-12-13,
Gurugram,2016-12-14,
Gurugram,2016-12-15,
Gurugram,2016-12-16,
Gurugram,2016-12-17,
Gurugram,2016-12-18,
Gurugram,2016-12-19,
Gurugram,2016-12-20,1.45
Gurugram,2016-12-21,6.32
Gurugram,2016-12-22,16.75
Gurugram,2016-12-23,19.8
Gurugram,2016-12-24,14.04
Gurugram,2016-12-25,
Gurugram,2016-12-26,14.84
Gurugram,2016-12-27,14.55
Gurugram,2016-12-28,27.56
Gurugram,2016-12-29,27.7
Gurugram,2016-12-30,26.76
Gurugram,2016-12-31,23.77
Gurugram,2017-01-01,21.61
Gurugram,2017-01-02,39.8
Gurugram,2017-01-03,29.94
Gurugram,2017-01-04,22.53
Gurugram,2017-01-05,22.65
Gurugram,2017-01-06,20.75
Gurugram,2017-01-07,23.21
Gurugram,2017-01-08,15.95
Gurugram,2017-01-09,19.9
Gurugram,2017-01-10,16.17
Gurugram,2017-01-11,16.73
Gurugram,2017-01-12,21.5
Gurugram,2017-01-13,23.94
Gurugram,2017-01-14,28.01
Gurugram,2017-01-15,20.58
Gurugram,2017-01-16,12.8
Gurugram,2017-01-17,0.64
Gurugram,2017-01-18,0.9
Gurugram,2017-01-19,0.71
Gurugram,2017-01-20,0.72
Gurugram,2017-01-21,0.87
Gurugram,2017-01-22,1.17
Gurugram,2017-01-23,1.0
Gurugram,2017-01-24,1.28
Gurugram,2017-01-25,1.01
Gurugram,2017-01-26,
Gurugram,2017-01-27,0.61
Gurugram,2017-01-28,0.6
Gurugram,2017-01-29,0.67
Gurugram,2017-01-30,0.9
Gurugram,2017-01-31,1.12
Gurugram,2017-02-01,0.76
Gurugram,2017-02-02,0.39
Gurugram,2017-02-03,1.16
Gurugram,2017-02-04,0.75
Gurugram,2017-02-05,0.71
Gurugram,2017-02-06,0.73
Gurugram,2017-02-07,0.62
Gurugram,2017-02-08,0.81
Gurugram,2017-02-09,0.76
Gurugram,2017-02-10,0.67
Gurugram,2017-02-11,0.73
Gurugram,2017-02-12,0.89
Gurugram,2017-02-13,0.71
Gurugram,2017-02-14,0.72
Gurugram,2017-02-15,0.71
Gurugram,2017-02-16,0.7
Gurugram,2017-02-17,0.64
Gurugram,2017-02-18,0.77
Gurugram,2017-02-19,0.87
Gurugram,2017-02-20,0.87
Gurugram,2017-02-21,0.72
Gurugram,2017-02-22,0.81
Gurugram,2017-02-23,0.57
Gurugram,2017-02-24,
Gurugram,2017-02-25,0.16
Gurugram,2017-02-26,0.56
Gurugram,2017-02-27,0.68
Gurugram,2017-02-28,0.97
Gurugram,2017-03-01,0.76
Gurugram,2017-03-02,0.65
Gurugram,2017-03-03,0.54
Gurugram,2017-03-04,0.56
Gurugram,2017-03-05,0.55
Gurugram,2017-03-06,0.58
Gurugram,2017-03-07,0.7
Gurugram,2017-03-08,0.57
Gurugram,2017-03-09,0.54
Gurugram,2017-03-10,0.49
Gurugram,2017-03-11,0.5
Gurugram,2017-03-12,0.55
Gurugram,2017-03-13,0.53
Gurugram,2017-03-14,0.59
Gurugram,2017-03-15,0.53
Gurugram,2017-03-16,0.55
Gurugram,2017-03-17,0.54
Gurugram,2017-03-18,0.62
Gurugram,2017-03-19,0.65
Gurugram,2017-03-20,0.64
Gurugram,2017-03-21,0.61
Gurugram,2017-03-22,0.67
Gurugram,2017-03-23,0.72
Gurugram,2017-03-24,0.63
Gurugram,2017-03-25,0.52
Gurugram,2017-03-26,0.53
Gurugram,2017-03-27,0.55
Gurugram,2017-03-28,0.6
Gurugram,2017-03-29,0.58
Gurugram,2017-03-30,0.54
Gurugram,2017-03-31,0.59
Gurugram,2017-04-01,0.62
Gurugram,2017-04-02,0.56
Gurugram,2017-04-03,0.6
Gurugram,2017-04-04,0.54
Gurugram,2017-04-05,0.51
Gurugram,2017-04-06,0.5
Gurugram,2017-04-07,0.53
Gurugram,2017-04-08,0.57
Gurugram,2017-04-09,0.49
Gurugram,2017-04-10,0.51
Gurugram,2017-04-11,0.56
Gurugram,2017-04-12,0.6
Gurugram,2017-04-13,0.86
Gurugram,2017-04-14,0.84
Gurugram,2017-04-15,0.69
Gurugram,2017-04-16,0.66
Gurugram,2017-04-17,0.7
Gurugram,2017-04-18,0.64
Gurugram,2017-04-19,0.61
Gurugram,2017-04-20,0.71
Gurugram,2017-04-21,0.58
Gurugram,2017-04-22,0.56
Gurugram,2017-04-23,0.54
Gurugram,2017-04-24,0.53
Gurugram,2017-04-25,0.5
Gurugram,2017-04-26,0.47
Gurugram,2017-04-27,0.47
Gurugram,2017-04-28,0.49
Gurugram,2017-04-29,0.54
Gurugram,2017-04-30,0.49
Gurugram,2017-05-01,0.6
Gurugram,2017-05-02,0.58
Gurugram,2017-05-03,0.54
Gurugram,2017-05-04,0.48
Gurugram,2017-05-05,0.62
Gurugram,2017-05-06,0.69
Gurugram,2017-05-07,0.63
Gurugram,2017-05-08,0.7
Gurugram,2017-05-09,0.42
Gurugram,2017-05-10,0.46
Gurugram,2017-05-11,0.53
Gurugram,2017-05-12,0.51
Gurugram,2017-05-13,0.59
Gurugram,2017-05-14,0.52
Gurugram,2017-05-15,0.63
Gurugram,2017-05-16,0.52
Gurugram,2017-05-17,0.31
Gurugram,2017-05-18,
Gurugram,2017-05-19,0.78
Gurugram,2017-05-20,0.37
Gurugram,2017-05-21,
Gurugram,2017-05-22,0.28
Gurugram,2017-05-23,0.52
Gurugram,2017-05-24,0.61
Gurugram,2017-05-25,0.54
Gurugram,2017-05-26,0.64
Gurugram,2017-05-27,0.38
Gurugram,2017-05-28,0.43
Gurugram,2017-05-29,0.48
Gurugram,2017-05-30,0.51
Gurugram,2017-05-31,0.49
Gurugram,2017-06-01,0.51
Gurugram,2017-06-02,0.41
Gurugram,2017-06-03,0.37
Gurugram,2017-06-04,
Gurugram,2017-06-05,0.37
Gurugram,2017-06-06,0.4
Gurugram,2017-06-07,0.4
Gurugram,2017-06-08,0.41
Gurugram,2017-06-09,0.41
Gurugram,2017-06-10,0.42
Gurugram,2017-06-11,0.5
Gurugram,2017-06-12,0.51
Gurugram,2017-06-13,0.48
Gurugram,2017-06-14,0.48
Gurugram,2017-06-15,0.56
Gurugram,2017-06-16,0.49
Gurugram,2017-06-17,0.27
Gurugram,2017-06-18,0.49
Gurugram,2017-06-19,0.49
Gurugram,2017-06-20,0.47
Gurugram,2017-06-21,0.48
Gurugram,2017-06-22,0.47
Gurugram,2017-06-23,0.49
Gurugram,2017-06-24,0.5
Gurugram,2017-06-25,0.48
Gurugram,2017-06-26,0.48
Gurugram,2017-06-27,0.49
Gurugram,2017-06-28,0.49
Gurugram,2017-06-29,0.51
Gurugram,2017-06-30,0.49
Gurugram,2017-07-01,0.48
Gurugram,2017-07-02,0.51
Gurugram,2017-07-03,0.5
Gurugram,2017-07-04,0.48
Gurugram,2017-07-05,0.46
Gurugram,2017-07-06,0.49
Gurugram,2017-07-07,0.5
Gurugram,2017-07-08,0.51
Gurugram,2017-07-09,0.49
Gurugram,2017-07-10,0.53
Gurugram,2017-07-11,0.61
Gurugram,2017-07-12,0.72
Gurugram,2017-07-13,2.71
Gurugram,2017-07-14,0.33
Gurugram,2017-07-15,0.33
Gurugram,2017-07-16,0.25
Gurugram,2017-07-17,0.29
Gurugram,2017-07-18,0.28
Gurugram,2017-07-19,0.19
Gurugram,2017-07-20,0.66
Gurugram,2017-07-21,0.21
Gurugram,2017-07-22,0.14
Gurugram,2017-07-23,0.16
Gurugram,2017-07-24,0.39
Gurugram,2017-07-25,0.68
Gurugram,2017-07-26,0.73
Gurugram,2017-07-27,0.92
Gurugram,2017-07-28,0.94
Gurugram,2017-07-29,0.95
Gurugram,2017-07-30,0.86
Gurugram,2017-07-31,0.93
Gurugram,2017-08-01,0.94
Gurugram,2017-08-02,0.89
Gurugram,2017-08-03,0.91
Gurugram,2017-08-04,0.9
Gurugram,2017-08-05,0.89
Gurugram,2017-08-06,0.0
Gurugram,2017-08-07,0.0
Gurugram,2017-08-08,0.0
Gurugram,2017-08-09,1.4
Gurugram,2017-08-10,0.87
Gurugram,2017-08-11,0.87
Gurugram,2017-08-12,1.02
Gurugram,2017-08-13,0.88
Gurugram,2017-08-14,0.85
Gurugram,2017-08-15,0.96
Gurugram,2017-08-16,0.89
Gurugram,2017-08-17,0.96
Gurugram,2017-08-18,0.88
Gurugram,2017-08-19,1.0
Gurugram,2017-08-20,0.77
Gurugram,2017-08-21,1.0
Gurugram,2017-08-22,0.94
Gurugram,2017-08-23,0.95
Gurugram,2017-08-24,0.91
Gurugram,2017-08-25,0.79
Gurugram,2017-08-26,0.94
Gurugram,2017-08-27,0.94
Gurugram,2017-08-28,0.75
Gurugram,2017-08-29,0.92
Gurugram,2017-08-30,0.99
Gurugram,2017-08-31,0.91
Gurugram,2017-09-01,0.9
Gurugram,2017-09-02,0.93
Gurugram,2017-09-03,0.92
Gurugram,2017-09-04,2.7
Gurugram,2017-09-05,1.03
Gurugram,2017-09-06,0.94
Gurugram,2017-09-07,0.97
Gurugram,2017-09-08,1.09
Gurugram,2017-09-09,1.0
Gurugram,2017-09-10,0.97
Gurugram,2017-09-11,0.88
Gurugram,2017-09-12,1.12
Gurugram,2017-09-13,0.91
Gurugram,2017-09-14,1.02
Gurugram,2017-09-15,0.94
Gurugram,2017-09-16,1.02
Gurugram,2017-09-17,0.97
Gurugram,2017-09-18,1.16
Gurugram,2017-09-19,0.98
Gurugram,2017-09-20,0.99
Gurugram,2017-09-21,0.96
Gurugram,2017-09-22,0.89
Gurugram,2017-09-23,0.86
Gurugram,2017-09-24,0.99
Gurugram,2017-09-25,0.93
Gurugram,2017-09-26,0.87
Gurugram,2017-09-27,0.93
Gurugram,2017-09-28,0.81
Gurugram,2017-09-29,1.1
Gurugram,2017-09-30,1.01
Gurugram,2017-10-01,1.0
Gurugram,2017-10-02,0.99
Gurugram,2017-10-03,0.94
Gurugram,2017-10-04,0.69
Gurugram,2017-10-05,0.13
Gurugram,2017-10-06,0.54
Gurugram,2017-10-07,0.51
Gurugram,2017-10-08,0.26
Gurugram,2017-10-09,0.84
Gurugram,2017-10-10,0.88
Gurugram,2017-10-11,0.73
Gurugram,2017-10-12,0.61
Gurugram,2017-10-13,0.88
Gurugram,2017-10-14,0.88
Gurugram,2017-10-15,0.82
Gurugram,2017-10-16,1.13
Gurugram,2017-10-17,1.88
Gurugram,2017-10-18,1.26
Gurugram,2017-10-19,2.06
Gurugram,2017-10-20,1.99
Gurugram,2017-10-21,1.13
Gurugram,2017-10-22,1.39
Gurugram,2017-10-23,1.4
Gurugram,2017-10-24,0.0
Gurugram,2017-10-25,0.0
Gurugram,2017-10-26,0.0
Gurugram,2017-10-27,0.0
Gurugram,2017-10-28,0.0
Gurugram,2017-10-29,0.0
Gurugram,2017-10-30,1.41
Gurugram,2017-10-31,1.52
Gurugram,2017-11-01,1.75
Gurugram,2017-11-02,1.68
Gurugram,2017-11-03,1.17
Gurugram,2017-11-04,1.78
Gurugram,2017-11-05,1.52
Gurugram,2017-11-06,1.88
Gurugram,2017-11-07,2.05
Gurugram,2017-11-08,2.7
Gurugram,2017-11-09,2.11
Gurugram,2017-11-10,1.98
Gurugram,2017-11-11,2.07
Gurugram,2017-11-12,1.79
Gurugram,2017-11-13,1.92
Gurugram,2017-11-14,1.9
Gurugram,2017-11-15,0.9
Gurugram,2017-11-16,1.52
Gurugram,2017-11-17,1.59
Gurugram,2017-11-18,1.66
Gurugram,2017-11-19,1.9
Gurugram,2017-11-20,1.85
Gurugram,2017-11-21,1.65
Gurugram,2017-11-22,1.8
Gurugram,2017-11-23,4.81
Gurugram,2017-11-24,2.71
Gurugram,2017-11-25,3.5
Gurugram,2017-11-26,2.12
Gurugram,2017-11-27,1.99
Gurugram,2017-11-28,2.74
Gurugram,2017-11-29,1.88
Gurugram,2017-11-30,2.18
Gurugram,2017-12-01,2.08
Gurugram,2017-12-02,1.87
Gurugram,2017-12-03,2.15
Gurugram,2017-12-04,2.21
Gurugram,2017-12-05,2.58
Gurugram,2017-12-06,1.74
Gurugram,2017-12-07,1.92
Gurugram,2017-12-08,2.28
Gurugram,2017-12-09,2.29
Gurugram,2017-12-10,2.09
Gurugram,2017-12-11,1.52
Gurugram,2017-12-12,1.49
Gurugram,2017-12-13,1.82
Gurugram,2017-12-14,1.6
Gurugram,2017-12-15,1.75
Gurugram,2017-12-16,1.58
Gurugram,2017-12-17,0.92
Gurugram,2017-12-18,1.0
Gurugram,2017-12-19,2.18
Gurugram,2017-12-20,2.31
Gurugram,2017-12-21,1.09
Gurugram,2017-12-22,1.04
Gurugram,2017-12-23,1.18
Gurugram,2017-12-24,1.33
Gurugram,2017-12-25,1.0
Gurugram,2017-12-26,1.28
Gurugram,2017-12-27,1.24
Gurugram,2017-12-28,1.37
Gurugram,2017-12-29,1.13
Gurugram,2017-12-30,0.69
Gurugram,2017-12-31,2.25
Gurugram,2018-01-01,2.31
Gurugram,2018-01-02,2.11
Gurugram,2018-01-03,2.26
Gurugram,2018-01-04,2.27
Gurugram,2018-01-05,2.46
Gurugram,2018-01-06,2.82
Gurugram,2018-01-07,2.67
Gurugram,2018-01-08,2.59
Gurugram,2018-01-09,2.65
Gurugram,2018-01-10,2.52
Gurugram,2018-01-11,2.31
Gurugram,2018-01-12,2.38
Gurugram,2018-01-13,2.7
Gurugram,2018-01-14,2.83
Gurugram,2018-01-15,2.13
Gurugram,2018-01-16,1.49
Gurugram,2018-01-17,1.46
Gurugram,2018-01-18,1.84
Gurugram,2018-01-19,1.67
Gurugram,2018-01-20,1.45
Gurugram,2018-01-21,1.72
Gurugram,2018-01-22,1.48
Gurugram,2018-01-23,1.59
Gurugram,2018-01-24,1.54
Gurugram,2018-01-25,1.69
Gurugram,2018-01-26,1.71
Gurugram,2018-01-27,1.7
Gurugram,2018-01-28,1.5
Gurugram,2018-01-29,1.58
Gurugram,2018-01-30,1.4
Gurugram,2018-01-31,1.63
Gurugram,2018-02-01,1.66
Gurugram,2018-02-02,1.52
Gurugram,2018-02-03,1.48
Gurugram,2018-02-04,1.44
Gurugram,2018-02-05,1.51
Gurugram,2018-02-06,1.55
Gurugram,2018-02-07,1.58
Gurugram,2018-02-08,1.52
Gurugram,2018-02-09,1.89
Gurugram,2018-02-10,1.98
Gurugram,2018-02-11,1.81
Gurugram,2018-02-12,1.51
Gurugram,2018-02-13,1.63
Gurugram,2018-02-14,0.88
Gurugram,2018-02-15,0.16
Gurugram,2018-02-16,1.09
Gurugram,2018-02-17,1.16
Gurugram,2018-02-18,1.19
Gurugram,2018-02-19,0.67
Gurugram,2018-02-20,0.0
Gurugram,2018-02-21,0.0
Gurugram,2018-02-22,0.0
Gurugram,2018-02-23,0.0
Gurugram,2018-02-24,0.0
Gurugram,2018-02-25,0.0
Gurugram,2018-02-26,0.0
Gurugram,2018-02-27,0.0
Gurugram,2018-02-28,0.0
Gurugram,2018-03-01,1.18
Gurugram,2018-03-02,1.25
Gurugram,2018-03-03,1.18
Gurugram,2018-03-04,1.16
Gurugram,2018-03-05,1.06
Gurugram,2018-03-06,1.01
Gurugram,2018-03-07,1.02
Gurugram,2018-03-08,1.1
Gurugram,2018-03-09,1.18
Gurugram,2018-03-10,1.15
Gurugram,2018-03-11,1.12
Gurugram,2018-03-12,1.15
Gurugram,2018-03-13,1.15
Gurugram,2018-03-14,1.14
Gurugram,2018-03-15,1.12
Gurugram,2018-03-16,1.13
Gurugram,2018-03-17,0.74
Gurugram,2018-03-18,0.0
Gurugram,2018-03-19,0.0
Gurugram,2018-03-20,0.0
Gurugram,2018-03-21,0.0
Gurugram,2018-03-22,0.83
Gurugram,2018-03-23,1.09
Gurugram,2018-03-24,1.14
Gurugram,2018-03-25,1.27
Gurugram,2018-03-26,0.75
Gurugram,2018-03-27,0.75
Gurugram,2018-03-28,0.83
Gurugram,2018-03-29,1.09
Gurugram,2018-03-30,1.68
Gurugram,2018-03-31,1.66
Gurugram,2018-04-01,2.53
Gurugram,2018-04-02,1.61
Gurugram,2018-04-03,1.6
Gurugram,2018-04-04,1.61
Gurugram,2018-04-05,1.6
Gurugram,2018-04-06,1.33
Gurugram,2018-04-07,1.52
Gurugram,2018-04-08,2.73
Gurugram,2018-04-09,2.57
Gurugram,2018-04-10,2.54
Gurugram,2018-04-11,2.16
Gurugram,2018-04-12,2.32
Gurugram,2018-04-13,2.49
Gurugram,2018-04-14,2.79
Gurugram,2018-04-15,2.89
Gurugram,2018-04-16,2.96
Gurugram,2018-04-17,0.83
Gurugram,2018-04-18,0.0
Gurugram,2018-04-19,0.0
Gurugram,2018-04-20,0.0
Gurugram,2018-04-21,0.0
Gurugram,2018-04-22,0.17
Gurugram,2018-04-23,0.41
Gurugram,2018-04-24,0.3
Gurugram,2018-04-25,0.83
Gurugram,2018-04-26,0.17
Gurugram,2018-04-27,0.07
Gurugram,2018-04-28,0.0
Gurugram,2018-04-29,0.0
Gurugram,2018-04-30,0.03
Gurugram,2018-05-01,0.22
Gurugram,2018-05-02,0.12
Gurugram,2018-05-03,0.1
Gurugram,2018-05-04,0.11
Gurugram,2018-05-05,0.16
Gurugram,2018-05-06,0.29
Gurugram,2018-05-07,0.24
Gurugram,2018-05-08,0.16
Gurugram,2018-05-09,0.22
Gurugram,2018-05-10,0.28
Gurugram,2018-05-11,0.4
Gurugram,2018-05-12,0.46
Gurugram,2018-05-13,0.35
Gurugram,2018-05-14,0.28
Gurugram,2018-05-15,0.29
Gurugram,2018-05-16,0.41
Gurugram,2018-05-17,0.39
Gurugram,2018-05-18,0.24
Gurugram,2018-05-19,0.52
Gurugram,2018-05-20,0.5
Gurugram,2018-05-21,0.54
Gurugram,2018-05-22,0.57
Gurugram,2018-05-23,0.13
Gurugram,2018-05-24,0.08
Gurugram,2018-05-25,0.25
Gurugram,2018-05-26,0.75
Gurugram,2018-05-27,0.66
Gurugram,2018-05-28,0.48
Gurugram,2018-05-29,0.82
Gurugram,2018-05-30,0.69
Gurugram,2018-05-31,0.8
Gurugram,2018-06-01,0.81
Gurugram,2018-06-02,0.75
Gurugram,2018-06-03,0.82
Gurugram,2018-06-04,0.82
Gurugram,2018-06-05,0.8
Gurugram,2018-06-06,0.82
Gurugram,2018-06-07,0.77
Gurugram,2018-06-08,0.1
Gurugram,2018-06-09,0.11
Gurugram,2018-06-10,0.08
Gurugram,2018-06-11,0.07
Gurugram,2018-06-12,0.08
Gurugram,2018-06-13,0.04
Gurugram,2018-06-14,0.05
Gurugram,2018-06-15,0.29
Gurugram,2018-06-16,0.13
Gurugram,2018-06-17,0.74
Gurugram,2018-06-18,1.06
Gurugram,2018-06-19,0.97
Gurugram,2018-06-20,1.33
Gurugram,2018-06-21,1.49
Gurugram,2018-06-22,1.32
Gurugram,2018-06-23,1.93
Gurugram,2018-06-24,0.66
Gurugram,2018-06-25,0.83
Gurugram,2018-06-26,0.78
Gurugram,2018-06-27,0.79
Gurugram,2018-06-28,1.97
Gurugram,2018-06-29,1.12
Gurugram,2018-06-30,0.81
Gurugram,2018-07-01,0.9
Gurugram,2018-07-02,1.11
Gurugram,2018-07-03,0.88
Gurugram,2018-07-04,0.62
Gurugram,2018-07-05,0.63
Gurugram,2018-07-06,0.59
Gurugram,2018-07-07,0.65
Gurugram,2018-07-08,0.75
Gurugram,2018-07-09,0.85
Gurugram,2018-07-10,0.85
Gurugram,2018-07-11,0.77
Gurugram,2018-07-12,0.46
Gurugram,2018-07-13,0.46
Gurugram,2018-07-14,0.65
Gurugram,2018-07-15,0.83
Gurugram,2018-07-16,0.68
Gurugram,2018-07-17,0.77
Gurugram,2018-07-18,0.7
Gurugram,2018-07-19,0.65
Gurugram,2018-07-20,0.76
Gurugram,2018-07-21,0.89
Gurugram,2018-07-22,0.56
Gurugram,2018-07-23,0.59
Gurugram,2018-07-24,1.1
Gurugram,2018-07-25,0.54
Gurugram,2018-07-26,0.58
Gurugram,2018-07-27,0.57
Gurugram,2018-07-28,0.49
Gurugram,2018-07-29,0.52
Gurugram,2018-07-30,0.59
Gurugram,2018-07-31,0.63
Gurugram,2018-08-01,0.91
Gurugram,2018-08-02,0.55
Gurugram,2018-08-03,0.66
Gurugram,2018-08-04,0.55
Gurugram,2018-08-05,0.54
Gurugram,2018-08-06,0.51
Gurugram,2018-08-07,1.0
Gurugram,2018-08-08,0.74
Gurugram,2018-08-09,0.49
Gurugram,2018-08-10,0.57
Gurugram,2018-08-11,0.51
Gurugram,2018-08-12,0.49
Gurugram,2018-08-13,0.38
Gurugram,2018-08-14,0.63
Gurugram,2018-08-15,0.38
Gurugram,2018-08-16,0.54
Gurugram,2018-08-17,0.46
Gurugram,2018-08-18,0.61
Gurugram,2018-08-19,0.56
Gurugram,2018-08-20,0.58
Gurugram,2018-08-21,0.54
Gurugram,2018-08-22,0.52
Gurugram,2018-08-23,0.54
Gurugram,2018-08-24,0.6
Gurugram,2018-08-25,0.43
Gurugram,2018-08-26,0.46
Gurugram,2018-08-27,0.49
Gurugram,2018-08-28,0.59
Gurugram,2018-08-29,0.59
Gurugram,2018-08-30,0.58
Gurugram,2018-08-31,0.61
Gurugram,2018-09-01,0.58
Gurugram,2018-09-02,0.15
Gurugram,2018-09-03,0.06
Gurugram,2018-09-04,0.29
Gurugram,2018-09-05,0.66
Gurugram,2018-09-06,0.56
Gurugram,2018-09-07,0.66
Gurugram,2018-09-08,0.29
Gurugram,2018-09-09,0.58
Gurugram,2018-09-10,0.46
Gurugram,2018-09-11,0.46
Gurugram,2018-09-12,0.38
Gurugram,2018-09-13,0.52
Gurugram,2018-09-14,0.41
Gurugram,2018-09-15,
Gurugram,2018-09-16,
Gurugram,2018-09-17,0.32
Gurugram,2018-09-18,0.51
Gurugram,2018-09-19,0.53
Gurugram,2018-09-20,0.29
Gurugram,2018-09-21,0.29
Gurugram,2018-09-22,0.47
Gurugram,2018-09-23,0.37
Gurugram,2018-09-24,0.41
Gurugram,2018-09-25,0.72
Gurugram,2018-09-26,0.46
Gurugram,2018-09-27,0.6
Gurugram,2018-09-28,0.52
Gurugram,2018-09-29,0.16
Gurugram,2018-09-30,0.72
Gurugram,2018-10-01,0.83
Gurugram,2018-10-02,0.85
Gurugram,2018-10-03,0.86
Gurugram,2018-10-04,1.05
Gurugram,2018-10-05,1.51
Gurugram,2018-10-06,0.8
Gurugram,2018-10-07,0.81
Gurugram,2018-10-08,1.02
